filename,spectral_centroid,rmse,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,label
clap,(126).wav,2712.8972117423264,0.017136877305125624,4673.131478186881,0.1756942295792079,-346.4533938392977,70.49660525306452,-56.10754088414671,-0.5589043458112345,-26.97350937826897,-4.891346214541625,-15.020977645609012,-3.40818568115357,-4.157790034905192,-1.442552088414005,-3.892583008579245,-0.020851271412332548,-2.969200393872817,clap
clap,(127).wav,3390.0055374583376,0.028997546898807625,5893.381855275371,0.2403407332920792,-305.0448637422744,29.78470288377383,-60.83193839507765,-10.293693830565953,-18.468243218786704,-4.546916682922086,-20.91182602225109,1.0874845763329979,-5.142296058749055,-0.17639040728256564,-13.872144186048924,-1.0813744338058067,-2.466236737718655,clap
clap,(128).wav,2634.382180535499,0.0009640534910791939,5396.78165211397,0.18729894301470587,-644.3389720606871,79.37260361230645,-61.17289808069811,-4.635253656579259,-57.77326278024956,18.92236028802681,-41.70777094808775,-6.726657373181523,-20.32306076133704,-13.617309270261853,-9.191700825204755,-14.809305800572899,1.4410053185801193,clap
clap,(129).wav,1601.4186526553362,0.003663367478630728,2901.060791015625,0.08141276041666666,-516.3616965181419,133.83154301197067,-35.090594644804554,-11.475241242639202,-29.000485242477662,-4.137111857100612,-13.788928731294957,-15.076085674597767,-12.380816460092442,-6.181517879308046,-3.906512276343176,-2.843905969802685,-5.568182619317143,clap
clap,(13).wav,2453.593875815481,0.00569288653993873,4687.4912109375,0.1842578125,-655.969330841652,49.67010611844756,-20.91870432429514,15.28803929177095,-5.857704054818626,11.382719202584164,-10.328321576903281,1.084896301047869,-6.746251503845533,-1.8116967956383994,-3.044587396338664,-4.493936465012175,-1.5447691880727188,clap
clap,(130).wav,1990.493549552904,0.005734385919106092,3881.586052389706,0.10690487132352941,-473.47079550181985,113.34609883188612,-31.280728042271665,-20.61118583854841,-21.468946165274584,5.360291703172547,-22.062808218024053,-5.5486959625514745,-4.575803846759967,1.7163248685653931,-7.544209427333789,1.4730689467898874,-2.774212072158118,clap
clap,(131).wav,2532.9550915926225,0.006692568464429015,4670.593979779412,0.18834731158088236,-475.5502649355885,68.37996267882842,-100.7993225106905,-18.526876319432986,-38.30458311287455,11.715175686865308,-55.474155049745626,2.7451592998168226,-8.315577558124842,-12.513077623129552,-16.75756549779178,-15.114461017797662,4.122990591156166,clap
clap,(132).wav,1710.2661203443324,0.022331786024753282,2526.0103665865386,0.116943359375,-351.9481305647013,133.13600127135498,-78.60332411724256,-29.69494665489628,-15.34939271550452,-3.6373902533225384,-32.47148244212985,-13.016629250474335,-2.496649811411137,-9.119580128964818,-14.008072897449958,-6.083410764777221,-3.9737737972517806,clap
clap,(133).wav,2124.787113596413,0.04638746854627655,3354.2186063878676,0.14639820772058823,-291.07661633918303,99.21942004874683,-76.25714053064371,-33.96791782532824,-2.1497933720310978,7.67222349962599,-34.39936668985667,-3.237900667683547,1.9350901018009057,-3.223854711008248,-15.089018744743425,1.2141976147103957,-4.362093202916623,clap
clap,(134).wav,4067.2145280582718,0.0027424835438585662,6038.8330078125,0.38697916666666665,-562.0590348905001,27.70317266990793,-81.19771047380937,34.18714310345027,-100.70190821675962,24.353066406718643,-54.78507908039507,5.1118528939721335,-28.903680324219696,-12.494465200984985,-8.84913529644343,-12.488783588007937,1.0754339395267265,clap
clap,(135).wav,3155.595901919901,0.011886070493267543,6014.94140625,0.19867204193376067,-375.06987730641123,52.02422538898053,-29.434262567384874,-0.8455897016234171,-44.99145617962589,-9.916687136373357,-15.224613005771925,-9.222113998083463,-10.686762781205045,-1.205783861427795,-8.236368666619207,3.461694692773396,-1.5204189349265527,clap
clap,(136).wav,2480.904448755931,0.009156234301075605,4930.999990609976,0.13561072716346154,-409.35667349384244,78.45434822298851,-39.97749876911003,3.0611337412533652,-53.48140331807009,-11.882736349813932,-22.31468657918634,-8.541223120842474,-13.080486313651972,-11.308578592767832,-3.405062941918754,-0.4316110047311792,-6.224731062676559,clap
clap,(137).wav,3663.1328127292677,0.0030793668677286308,6080.2176053406765,0.32540743468237704,-550.06479987905,39.16289764251422,-89.25755007632117,18.437226661435204,-73.15564780035596,25.730857396364737,-65.57173545482294,3.0338746700199755,-23.50154027621097,-4.324525005626342,-8.132466291160489,-8.198220286603194,6.7149207240810105,clap
clap,(138).wav,2820.6976145516705,0.013340150151425265,5646.771944486178,0.17997859074519232,-346.4025156709417,70.02655044481315,-41.682632491783984,-22.85993370485209,-23.665179220549824,-7.37074108767034,-21.793582086717063,-8.859269187324903,-8.173258863625556,3.124711201878372,-16.762040600657716,-3.8707795022842495,-3.919558413354151,clap
clap,(139).wav,2122.0236793004724,0.008700843564409937,3981.591796875,0.12102399553571429,-399.5830685502057,103.59315963289103,-48.796276135227544,-10.611039692381988,-29.017759326626035,1.407425127160116,-25.25970866135052,-4.506598250049421,-3.507853051487731,1.3569936724410825,-7.518206207417922,-1.7373104882960861,-2.611576525490484,clap
clap,(14).wav,2240.0357375855815,0.004028403397903906,4753.775448830712,0.14096776697019867,-667.85905974417,50.739673078382594,-12.22358182119953,14.892471798577429,-5.2744085361773045,14.255961604310706,-9.361866326796816,4.09371320191321,0.3222080855416258,-0.3894315316773631,-1.6206695356329024,-2.2299072129393456,-2.0573671692325046,clap
clap,(140).wav,3664.765025615772,0.005814285928342866,6107.130432128906,0.29571533203125,-542.0639407542794,35.58917797469126,-47.06021967990892,18.18551726305645,-73.33294117275966,14.078573811476167,-44.94976568350547,1.3925866007593755,-20.87838663910644,-11.352096885856739,-8.806292475670375,-18.029314822155538,-6.423256864081746,clap
clap,(141).wav,2902.7530795116472,0.023034689248366297,5697.102355957031,0.18378702799479166,-364.6739170823362,65.9290832124162,-17.35260899834792,-1.2047533144627969,-24.966652838022114,-0.2361973925642237,-14.212559850108102,-7.288035273051068,-4.230867058464754,-1.6689081131466186,-6.584215929139174,-3.148804090808142,-6.987006426773372,clap
clap,(142).wav,2143.478137429222,0.01819796392439744,3999.5681762695312,0.11531575520833333,-421.0965792238565,91.10444726047523,-16.223710997546352,-7.247948116192916,-31.662293441170537,-6.000081044972256,-15.351746715898166,-5.1668134500457095,-6.581766380254748,-7.850607713824363,-8.456447905640536,-6.334205464753779,-7.391776520337331,clap
clap,(143).wav,2085.9115188072815,0.002420388776165318,3412.79736328125,0.158232421875,-619.2069810020405,89.83940442167386,-96.75443161714638,-36.601025326466576,-35.0113417680597,26.167154511910635,-34.486218906813534,-12.414085516556998,2.751986392850463,2.2923998743706893,-12.721891369916555,-16.63660681052635,9.490561930173937,clap
clap,(144).wav,1765.8478513166258,0.02171216451604368,2324.93994140625,0.12984375,-423.51589664493747,121.7776761803585,-62.130440211306095,-41.03967806530964,10.347449969354184,21.86530739055589,-21.348101259424528,-21.52466164584414,11.919577204871196,7.922494662549082,-12.55522419196725,-4.625471202167208,6.959491546995523,clap
clap,(145).wav,1595.266670324128,0.007092126715480454,2301.8994140625,0.106669921875,-481.82915436419904,146.54568467867978,-58.74545330526555,-35.11337015211333,-5.314177547715601,13.660277533466235,-16.865416004114184,-21.277698841737404,-0.7807300198212505,5.263692819592575,-11.074011610361083,-1.9587489238836977,8.406326328761402,clap
clap,(146).wav,3736.870156831155,0.005197077684096497,6257.8266759072585,0.3317477318548387,-510.398189905826,49.548238631134254,-62.74244386536999,14.764915381053168,-96.0728731453781,19.01983181363386,-52.337448372789794,0.48154841593025166,-35.652883643503095,-8.742154580350228,-10.129010279010053,-17.08778934167981,1.9825633291890083,clap
clap,(147).wav,2875.93543914812,0.024360657863489385,5989.1357421875,0.1611328125,-315.7758030364542,71.31515995457445,-17.066492161012505,-6.47382216942284,-35.02348021451929,-4.037248134454406,-15.883492345037343,-10.76501431854697,-14.53419362045695,-1.3945379487439504,-9.54561010859007,-0.3522562758566799,-3.1816462243700507,clap
clap,(148).wav,1739.0839328814359,0.020971923000321878,3734.6435546875,0.07713293650793651,-387.17082790906215,117.46517965137691,-8.310731885734022,-9.906243120317834,-44.14801514018545,-7.56774262540357,-16.24574084682922,-14.192808815297555,-16.9403466635481,-10.359770935325363,-6.1719475202094145,-4.467581319909673,-4.5957445804058725,clap
clap,(149).wav,3005.8909580631775,0.0007166862972420063,5648.179117838542,0.2309841579861111,-727.763267064004,53.00394303455988,-57.56711597973139,7.809422505522677,-38.87250101201204,24.05912470024464,-43.8862866330585,-8.118740179830295,-16.628782876778683,-0.6699806707423391,-8.902010667491465,-16.619694486475712,3.467648056892143,clap
clap,(15).wav,2054.470947464804,0.007720929249091811,4407.12890625,0.12926136363636365,-605.0982043417536,42.89844961411321,-4.195928956169932,7.709735061566008,-14.970771152298518,0.3639534544022013,-15.444686148896272,-8.887029642373413,-10.089313109090142,-5.821544411658475,-3.5671679485352055,-8.89953556852487,-2.4452825166098267,clap
clap,(150).wav,2152.7103748991894,0.009759243719206574,3925.9891633064517,0.12436995967741936,-490.82111848974336,91.25566876703124,-53.161747763711716,-37.67088125765604,-8.876250103309763,8.475216190035924,-22.004208413826646,-21.66264439743951,-16.645388719753115,7.910693117536178,-4.14320520074168,-3.9778197303466225,0.19334618563905656,clap
clap,(151).wav,1675.451668322062,0.0035298606681690276,2962.96875,0.09622145432692308,-549.6183155412855,128.94933715884483,-40.343890991054096,-22.65125944735343,-18.720294677538277,10.173009591107009,-15.013348056590583,-14.379512387259183,-9.224609184409015,3.0286389249647048,0.4341810368856187,1.06216737738449,-2.026200394026991,clap
clap,(152).wav,5116.359598561681,0.0071825130441068,6919.560241699219,0.47906494140625,-509.9189046020972,-16.740968971259633,-65.37032219821396,51.45108130243834,-84.72872081025423,32.77791724277283,-62.37424437103127,20.220746661776346,-44.76333016274715,10.66823440948399,0.7717417118297428,-1.7976192398800477,-0.5465688376323654,clap
clap,(153).wav,4768.26998637385,0.016151493778102943,7671.8017578125,0.3946126302083333,-319.25233214289864,-14.077354342104424,-24.35233984297696,2.669469529341685,-31.161106790065762,-10.206928402807357,-20.97013569526312,2.885170493728837,-20.316718556292766,18.996434793704573,-4.044876230131398,5.971830267976936,-6.659934957834418,clap
clap,(154).wav,3648.5290379572757,0.0063694146554299155,6747.259200246711,0.2540347450657895,-399.3215536468556,34.83727805265025,-25.558024054826806,-4.248863905861563,-43.854850565861135,-5.264839214974702,-23.142975938619827,2.47007391412505,-24.44691868916762,10.992961034899214,-0.21904568456640727,2.5872993486267593,-13.86745851170802,clap
clap,(155).wav,3313.5747867738733,0.0014604470355991817,5853.856482872596,0.2531425280448718,-591.830948475916,68.70197374829131,-62.266761622860045,21.92588026544631,-104.86414303357797,10.998115205995044,-60.72936859907659,8.290089923712548,-23.143442763699852,-8.121668327929209,-9.767332334661331,-14.489063193356296,6.18338106215168,clap
clap,(156).wav,2277.8323862929496,0.007701384908202453,4618.748316271552,0.11262459590517242,-408.53406244039905,92.20343791246692,-15.369997189743229,-1.0668044851747385,-47.12501885129164,-20.778291635128824,-23.514829941309518,-8.233008964568386,5.580886892872865,3.158290370517214,-1.6224734588995342,-1.5936796575653143,-2.182810797041347,clap
clap,(157).wav,1788.0620613135438,0.007210839134465551,3504.7144396551726,0.08360272988505747,-452.7867266735369,108.67310233136514,-33.67323305133421,-19.234504302504572,-68.01596972582463,-28.68827306447041,-24.76598203271027,-9.299880174190786,-6.209842416536652,-5.823142737159401,-6.769793067631172,2.0783757068579782,0.4909288694271052,clap
clap,(158).wav,2218.0437245945013,0.0024383145378435124,4226.944367781929,0.1424507472826087,-640.5154055435078,76.6724598462104,-77.12290108115766,-31.01812081847579,-34.36821266682596,20.817122314290085,-36.87552863171039,-1.6200925652251712,7.227328443313619,-11.885313952227719,-13.774395381184144,-15.66593220196209,0.539322874707833,clap
clap,(159).wav,1838.3115028671962,0.01738759373349362,2609.8476244055705,0.12226137907608696,-468.57796551055014,101.57881828616524,-64.13430737425179,-44.333516461584864,-8.735312633836196,4.299185964419938,-20.928289069345993,-11.41604029411761,0.7220221874351183,-11.956999613451805,-19.798749572993156,-11.828776081873626,4.725908784663953,clap
clap,(16).wav,2481.0936923864615,0.004667635260297861,4671.4874267578125,0.16487920851934523,-693.4782761357221,31.675723035771203,-30.692649818362323,16.981541599999815,-12.965304600820213,15.722455190071923,-8.341320286515133,3.497770458138309,-5.989458616433343,2.4526366706787766,-3.2109462115354637,-7.011246522392868,-1.0324590130913864,clap
clap,(160).wav,1540.5133140972073,0.008024134002403713,2202.8698336693546,0.10279632896505377,-509.90687121230457,132.56554317868694,-57.96337929804825,-42.204386659187975,-17.56287824662726,3.7224387940967665,-23.166714466402087,-18.358356901631577,-4.040191692672032,-5.538595090159441,-21.106754683521448,-15.331952401268929,-0.917455876022256,clap
clap,(161).wav,2273.5835556715574,0.0003347531912317344,4261.616654829545,0.1509417909564394,-820.1634724392836,65.32408627322673,-19.578707301816053,9.169483994830923,-13.270257690296805,29.121909747442412,-27.834326801740463,7.4872037862169964,-4.602757892701637,-3.580419768566498,-0.11282150275017783,-12.018767936339549,0.6718701234905047,clap
clap,(162).wav,1329.5939219735508,0.002635146754998814,2364.9819113991475,0.061919241240530304,-632.1264003215648,98.691692049541,4.970662772326488,8.126263179717688,19.087012661975713,21.13200089013567,-7.180740774699636,1.8707941291764412,14.515952386955028,10.6651166349373,7.965211265983507,7.502104461253486,3.565743799297411,clap
clap,(163).wav,1193.695475406439,0.0014474064255126488,2270.4345703125,0.051100127551020405,-687.5489570039911,107.55177911705411,10.568718706993659,9.4705781814042,18.304747208751873,20.81709998104767,-6.716223524824893,0.9397999364947394,4.389520396682792,12.42716636045347,17.483003200864253,15.635060357972305,10.188648298777126,clap
clap,(164).wav,2848.69115423626,0.0010863107267699906,5403.444745463709,0.20828345514112903,-683.254029480949,51.14694725676901,-69.34323091186361,7.344621529931647,-39.7917945402161,15.478702103379531,-43.287199767379526,-8.369349564479242,-9.838717964517627,-9.933157287360421,-8.112836261909061,-6.333465721662891,4.2441124008478495,clap
clap,(165).wav,1914.5867131546422,0.0071501011758033405,3314.362614329268,0.11464684959349593,-501.533004280891,100.75624472557345,-43.34456045576722,-7.107342354354352,-1.0156391766396207,3.9317781976396833,-11.77963174758337,-8.785777827174373,-0.9170296317644765,2.0357434212781977,-6.040701894837143,2.068583848606845,5.0460805228386345,clap
clap,(166).wav,1564.4338744400452,0.004012514980819557,2872.9599609375,0.06970703125,-556.2352278039432,122.17784761709325,-27.731999968728047,1.2017374815586548,-4.9842187360063654,7.233651067466729,-14.435472582399369,-2.8985124746038435,1.8843022168480237,-0.4558182548608193,-0.5186127920900501,3.4916473921365174,4.670288759827753,clap
clap,(167).wav,3141.605298392922,0.0018248579517368042,5697.348279838103,0.2517884036144578,-630.0546952479204,42.09768930155387,-79.00307483288186,3.6892975478133065,-44.87173623645277,19.79245998782411,-46.081144231392805,9.311040457525227,-11.986303818774983,-13.53138311272159,-2.7704905668943627,-10.954141784509,2.694862626473732,clap
clap,(168).wav,2076.1897642556683,0.012023909349219647,3681.5291439194275,0.10866905120481928,-433.6228840648551,84.69297088986198,-41.52367814763077,-7.0301351819459335,-0.016918932944216536,9.171816576115742,-5.925015685904295,5.609469438283872,-1.1367144106513856,-2.7762873818558766,1.2396029749690392,1.134658048314333,-0.3625652620478806,clap
clap,(169).wav,1645.861615248396,0.004705467989424885,2786.6498161764707,0.0887063419117647,-500.53147326645706,126.43530419864703,-35.853966774529944,-3.54136352193751,-2.5837707342862926,12.197363235788421,-12.180027889641066,6.998759601572517,-3.3886165962894785,-6.270588317245957,3.1262267019477328,6.341785190144529,0.4308273756442433,clap
clap,(17).wav,2201.3424036862225,0.008174395225899677,4699.090834066901,0.1302920059419014,-600.247258967843,46.99959511504647,-7.653945831784676,13.408249539302128,-11.952500224790532,3.317141911236844,-12.679398895018714,-5.872880601909017,-13.627316680660167,-7.937102468756113,-7.361944754200091,-9.939349442860053,-3.1766539281076476,clap
clap,(170).wav,2932.4594165238855,0.0009040992294720365,5648.387562144886,0.2107525449810606,-705.480523753333,59.79553606148262,-50.127103047102466,3.9526242318443585,-72.17185443313423,12.2756406258996,-46.65855487877101,-15.961114367071009,-32.180699991443625,-10.802283699706189,-8.567267173400024,-15.461077257199051,-0.5897605568984449,clap
clap,(171).wav,1866.3495492067423,0.0052995839565419065,3817.983731356534,0.08387710108901515,-528.4173199562356,104.98387446347978,4.918839859418485,2.5624016483632936,-7.19072862611587,2.237542765662877,-6.101475957987134,-9.159326599021647,-10.671880550680015,10.951483910148369,-2.9956957601297685,0.27790146661818893,-2.4166248608707788,clap
clap,(172).wav,1447.7827146010939,0.0038623947067769615,2736.8215460526317,0.059107730263157895,-582.9198039850403,120.8245937677494,11.433254706389077,-7.806382268674623,-14.217626940910966,-6.920125057618708,-11.009968288626528,-7.992336395864404,-13.099474454690844,-4.006512962142003,0.8205632312938007,6.9291764468867205,-0.7204745827646648,clap
clap,(173).wav,2677.671365906358,0.0017653691945914676,5566.622044096057,0.16417391988255034,-597.1467746077424,85.05671069310044,-45.101317591507595,27.37570474594155,-82.24453433379992,2.0001116953900007,-65.07923584782341,-9.983327510095691,-33.181343406497106,-22.66793135046463,-19.350672531135125,-19.73484800626148,-2.62349079699748,clap
clap,(174).wav,1793.6991968883592,0.011320237220264092,3796.318260399071,0.0784351245777027,-423.46316393063347,112.73619921136685,-3.547041074771314,10.207046166783808,-24.258310459876938,-14.92910061188933,-29.281213850268713,-20.88654052908471,-9.660120226867592,-2.5542633126971155,-9.661933681092508,0.36918726349922754,-3.3220036115502163,clap
clap,(175).wav,1372.897242378383,0.011387593316351845,2552.5575380067567,0.05805927998310811,-461.85592403374886,134.99653602255395,3.262640591916851,4.776679829603456,-35.1068301025299,-20.22427763648202,-24.525154712090842,-18.58618362811889,-14.479757339815588,-11.670278252850897,-8.008101185294914,-3.878661579031585,-5.063864296862701,clap
